OBJECTID,Shape,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_PLUS_INCIDENT_JOIN_ID,ICS_209_PLUS_COMPLEX_JOIN_ID,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,NWCG_CAUSE_CLASSIFICATION,NWCG_GENERAL_CAUSE,NWCG_CAUSE_AGE_CATEGORY,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME
17,b'\x00\x01\xad\x10\x00\x00\xf8{\xfe\xbb\x8b\r^\xc0\xd0\xd7\xc5j\xfcBC@\xf8{\xfe\xbb\x8b\r^\xc0\xd0\xd7\xc5j\xfcBC@|\x01\x00\x00\x00\xf8{\xfe\xbb\x8b\r^\xc0\xd0\xd7\xc5j\xfcBC@\xfe',17,FS-1418878,FED,FS-FIRESTAT,FS,USCAENF,Eldorado National Forest,503,Eldorado National Forest,109,23,,POWER,2004_CA-ENF-017646_POWER,,CA3850212028020041006,POWER,,2004,10/6/2004,280,1415,Human,Equipment and vehicle use,,10/21/2004,295,1000,16823,G,38.52333333,-120.2116667,USFS,CA,5,6005,Amador County
18,b'\x00\x01\xad\x10\x00\x00\xc4\x85\x82\xa0\xa3\x10^\xc0@\xda\xb1\xde\xd6cC@\xc4\x85\x82\xa0\xa3\x10^\xc0@\xda\xb1\xde\xd6cC@|\x01\x00\x00\x00\xc4\x85\x82\xa0\xa3\x10^\xc0@\xda\xb1\xde\xd6cC@\xfe',18,FS-1418881,FED,FS-FIRESTAT,FS,USCAENF,Eldorado National Forest,503,Eldorado National Forest,111,35,BHA3,FREDS,2004_CA-ENF-18044_FREDS,,CA3878712031820041013,FREDS,,2004,10/13/2004,287,1618,Human,Power generation/transmission/distribution,,10/17/2004,291,1800,7700,G,38.78,-120.26,USFS,CA,17,6017,El Dorado County
189,b'\x00\x01\xad\x10\x00\x004$\xf5k\x99\xd1[\xc0\x88\xc1)\x04\x96\xdc@@4$\xf5k\x99\xd1[\xc0\x88\xc1)\x04\x96\xdc@@|\x01\x00\x00\x004$\xf5k\x99\xd1[\xc0\x88\xc1)\x04\x96\xdc@@\xfe',192,FS-1419313,FED,FS-FIRESTAT,FS,USAZTNF,Tonto National Forest,312,Tonto National Forest,62,4,BVR2,THREE,2005_AZ-TNF-105_THREE FIRE COMPLEX,2005_AZ-TNF-105_THREE FIRE COMPLEX,AZ3372311127120050621,THREE FIRE COMPLEX (THREE),THREE FIRE COMPLEX,2005,6/21/2005,172,1400,Natural,Natural,,6/29/2005,180,1800,16100,G,33.72333333,-111.275,USFS,AZ,7,4007,Gila County
1506,b'\x00\x01\xad\x10\x00\x004K\xa1\xaa\xc4#[\xc0\xa0\xe49\x88\x81\xce@@4K\xa1\xaa\xc4#[\xc0\xa0\xe49\x88\x81\xce@@|\x01\x00\x00\x004K\xa1\xaa\xc4#[\xc0\xa0\xe49\x88\x81\xce@@\xfe',1520,FS-1422195,FED,FS-FIRESTAT,FS,USNMGNF,Gila National Forest,306,Gila National Forest,21,5,BS5G,FORK,2005_NM-GNF-021_NORTH GILA COMPLEX,2005_NM-GNF-021_NORTH GILA COMPLEX,NM3364710851120050529,FORK WFU,NORTH GILA COMPLEX,2005,5/29/2005,149,1505,Natural,Natural,,8/29/2005,241,1159,11936,G,33.61333333,-108.5588889,USFS,NM,3,35003,Catron County
1589,b'\x00\x01\xad\x10\x00\x00\xd4\xe5\xddVoBZ\xc0\xc0}4A\xb9\x15C@\xd4\xe5\xddVoBZ\xc0\xc0}4A\xb9\x15C@|\x01\x00\x00\x00\xd4\xe5\xddVoBZ\xc0\xc0}4A\xb9\x15C@\xfe',1603,FS-1422367,FED,FS-FIRESTAT,FS,USCOPSF,Pike and San Isabel National Forest,212,Pike San Isabel National Forest,51,4,BY23,MASON,2005_CO-PSF-000683_MASON,,CO3816010503620050706,MASON,,2005,7/7/2005,188,600,Natural,Natural,,7/16/2005,197,2000,11357,G,38.16972222,-105.0380556,USFS,CO,,,
3583,"b""\x00\x01\xad\x10\x00\x00\x88\xce'b\x99\xc1\\\xc00I\xd4\x94/\xf6F@\x88\xce'b\x99\xc1\\\xc00I\xd4\x94/\xf6F@|\x01\x00\x00\x00\x88\xce'b\x99\xc1\\\xc00I\xd4\x94/\xf6F@\xfe""",3601,FS-1426332,FED,FS-FIRESTAT,FS,USIDNCF,Nez Perce - Clearwater National Forests,117,Nezperce National Forest,96,28-Jun,B35G,RUNNING LAKE,2005_ID-NPF-000096_RUNNING COMPLEX,2005_ID-NPF-000096_RUNNING COMPLEX,ID4593311501420050808,RUNNING COMPLEX (RUNNING LAKE),RUNNING COMPLEX,2005,8/10/2005,222,1600,Natural,Natural,,9/30/2005,273,1500,7404,G,45.92333333,-115.025,USFS,ID,49,16049,Idaho County
3616,b'\x00\x01\xad\x10\x00\x00\xc4\xe8\xd9\xdcsb\\\xc0P\xf2\x8d\xcfA\x96B@\xc4\xe8\xd9\xdcsb\\\xc0P\xf2\x8d\xcfA\x96B@|\x01\x00\x00\x00\xc4\xe8\xd9\xdcsb\\\xc0P\xf2\x8d\xcfA\x96B@\xfe',3634,FS-1426381,FED,FS-FIRESTAT,FS,USUTDIF,Dixie National Forest,407,Dixie National Forest,51,18,B1A7,MILL CREEK,2005_UT-CCD-B0J4_DAMMERON COMPLEX,2005_UT-CCD-B0J4_DAMMERON COMPLEX,UT3718911354420050721,DAMMERON COMPLEX (MILL CREEK),DAMMERON COMPLEX,2005,7/20/2005,201,2339,Natural,Natural,,7/22/2005,203,2300,7892,G,37.17388889,-113.5383333,MISSING/NOT SPECIFIED,UT,53,49053,Washington County
3752,b'\x00\x01\xad\x10\x00\x00L\xdc\xd1\xcf9\xad\\\xc0\x00K_\x89y\xddF@L\xdc\xd1\xcf9\xad\\\xc0\x00K_\x89y\xddF@|\x01\x00\x00\x00L\xdc\xd1\xcf9\xad\\\xc0\x00K_\x89y\xddF@\xfe',3771,FS-1426595,FED,FS-FIRESTAT,FS,USMTBRF,Bitterroot National Forest,103,Bitterroot National Forest,35,14,B3L5,BEAVER JACK,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,ID4572311470820050801,SELWAY-SALMON COMPLEX (BEAVERJACK),SELWAY-SALMON WFU COMPLEX,2005,8/1/2005,213,1900,Natural,Natural,,10/31/2005,304,900,7244.4,G,45.73027778,-114.7066667,USFS,ID,49,16049,Idaho County
3868,b'\x00\x01\xad\x10\x00\x00\x10\xb9\x15\xff\x8dk]\xc0@\x1e\xfd\x13\x02\x1eG@\x10\xb9\x15\xff\x8dk]\xc0@\x1e\xfd\x13\x02\x1eG@|\x01\x00\x00\x00\x10\xb9\x15\xff\x8dk]\xc0@\x1e\xfd\x13\x02\x1eG@\xfe',3887,FS-1426809,FED,FS-FIRESTAT,FS,USORUMF,Umatilla National Forest,614,Umatilla National Forest,19,403-130,B3CQ,SCHOOL,2005_OR-UMF-130_SCHOOL FIRE,,WA4628511761620050805,SCHOOL,,2005,8/5/2005,217,1520,Human,Power generation/transmission/distribution,,10/1/2005,274,800,52000,G,46.23444444,-117.6805556,STATE OR PRIVATE,WA,13,53013,Columbia County
4158,b'\x00\x01\xad\x10\x00\x00\xb0\x82e\xc0\x07\xad\\\xc0x\x8b\xe4\x1e\x97\x8bF@\xb0\x82e\xc0\x07\xad\\\xc0x\x8b\xe4\x1e\x97\x8bF@|\x01\x00\x00\x00\xb0\x82e\xc0\x07\xad\\\xc0x\x8b\xe4\x1e\x97\x8bF@\xfe',4178,FS-1427244,FED,FS-FIRESTAT,FS,USIDSCF,Salmon-Challis National Forest,413,Salmon-Challis National Forest,89,718,B5H4,NINE SHOT,2005_ID-SCF-5603_NINE SHOT,,ID4510011468620050826,NINE SHOT WFU,,2005,8/26/2005,238,1043,Natural,Natural,,10/31/2005,304,1059,20400,G,45.09055556,-114.7036111,USFS,ID,59,16059,Lemhi County
4334,b'\x00\x01\xad\x10\x00\x00\x08\xec\xabW\xe3h]\xc0\x00/\xa3-n\xffD@\x08\xec\xabW\xe3h]\xc0\x00/\xa3-n\xffD@|\x01\x00\x00\x00\x08\xec\xabW\xe3h]\xc0\x00/\xa3-n\xffD@\xfe',4356,FS-1427506,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,409,Humboldt National Forest,8,win05-1573,B5GH,NORTH ROAD,2005_NV-WID-1573_NORTH ROAD,,NV4195211754620050829,NORTH ROAD,,2005,8/29/2005,241,1338,Human,Debris and open burning,,8/31/2005,243,2100,12855,G,41.99555556,-117.6388889,MISSING/NOT SPECIFIED,NV,13,32013,Humboldt County
4605,b'\x00\x01\xad\x10\x00\x00\x94\xf1\xa3\xa5H8[\xc0\x98\xbeZ\xff\xf8\x05A@\x94\xf1\xa3\xa5H8[\xc0\x98\xbeZ\xff\xf8\x05A@|\x01\x00\x00\x00\x94\xf1\xa3\xa5H8[\xc0\x98\xbeZ\xff\xf8\x05A@\xfe',4628,FS-1427939,FED,FS-FIRESTAT,FS,USNMGNF,Gila National Forest,306,Gila National Forest,35,9,BU9E,JOHNSON,2005_NM-GNF-021_NORTH GILA COMPLEX,2005_NM-GNF-021_NORTH GILA COMPLEX,NM3402310883520050612,JOHNSON WFU,NORTH GILA COMPLEX,2005,6/12/2005,163,1300,Natural,Natural,,8/29/2005,241,759,11611,G,34.04666667,-108.8794444,USFS,NM,3,35003,Catron County
4695,b'\x00\x01\xad\x10\x00\x00@\xb0$%\x8f\xbe\\\xc0@\xdc\xdf\x8aX\xbaF@@\xb0$%\x8f\xbe\\\xc0@\xdc\xdf\x8aX\xbaF@|\x01\x00\x00\x00@\xb0$%\x8f\xbe\\\xc0@\xdc\xdf\x8aX\xbaF@\xfe',4718,FS-1428076,FED,FS-FIRESTAT,FS,USIDPAF,Payette National Forest,412,Payette National Forest,803,7,B3ML,BEAR CREEK WFU,2005_ID-PAF-005045_FRANK CHURCH,2005_ID-PAF-005045_FRANK CHURCH,ID4543911498720050801,FRANK CHURCH WFU (BEAR CREEK),FRANK CHURCH WFU COMPLEX 2005,2005,8/2/2005,214,1117,Natural,Natural,,11/4/2005,308,1355,5722,G,45.45583333,-114.9775,USFS,ID,49,16049,Idaho County
4739,b'\x00\x01\xad\x10\x00\x00h\x08\\\x917\xfb[\xc0X\xe1\xe6\x8c\xdc\xeeA@h\x08\\\x917\xfb[\xc0X\xe1\xe6\x8c\xdc\xeeA@|\x01\x00\x00\x00h\x08\\\x917\xfb[\xc0X\xe1\xe6\x8c\xdc\xeeA@\xfe',4762,FS-1428148,FED,FS-FIRESTAT,FS,USAZKNF,Kaibab National Forest,307,Kaibab National Forest,27,11,BES1,MUDERSBACH,2005_AZ-KNF-107_MUDERSBACH WFU,,AZ3584711192920050623,MUDERSBACH WFU,,2005,6/24/2005,175,759,Natural,Natural,,9/5/2005,248,1700,7260,G,35.86611111,-111.9252778,USFS,AZ,5,4005,Coconino County
4820,b'\x00\x01\xad\x10\x00\x00L:J\x8b\x1e\xd5[\xc0P\xf8z\xd8:l?@L:J\x8b\x1e\xd5[\xc0P\xf8z\xd8:l?@|\x01\x00\x00\x00L:J\x8b\x1e\xd5[\xc0P\xf8z\xd8:l?@\xfe',4843,FS-1428306,FED,FS-FIRESTAT,FS,USAZCNF,Coronado National Forest,305,Coronado National Forest,61,9,BY9D,FLORIDA,2005_AZ-CNF-000147_FLORIDA,,AZ3172411083220050707,FLORIDA,,2005,7/7/2005,188,1500,Natural,Natural,,7/24/2005,205,1800,23183,G,31.42277778,-111.33,USFS,AZ,23,4023,Santa Cruz County
4838,b'\x00\x01\xad\x10\x00\x00\x1c\x8f?oO\xb2\\\xc0\xc8WN$\x13\xffE@\x1c\x8f?oO\xb2\\\xc0\xc8WN$\x13\xffE@|\x01\x00\x00\x00\x1c\x8f?oO\xb2\\\xc0\xc8WN$\x13\xffE@\xfe',4861,FS-1428337,FED,FS-FIRESTAT,FS,USIDSTF,Sawtooth National Forest,414,Sawtooth National Forest,25,D4-16,B5SW,VALLEY ROAD,2005_ID-STF-PNB5SW_VALLEY ROAD,,ID4408611472820050903,VALLEY ROAD,,2005,9/3/2005,246,1506,Human,Debris and open burning,,9/28/2005,271,1800,40483,G,43.99277778,-114.7861111,MISSING/NOT SPECIFIED,ID,13,16013,Blaine County
4919,b'\x00\x01\xad\x10\x00\x00\xc8\x89U\x07\xe9\xbf\\\xc0\xe0\x1b\xc4\xed!\xdaF@\xc8\x89U\x07\xe9\xbf\\\xc0\xe0\x1b\xc4\xed!\xdaF@|\x01\x00\x00\x00\xc8\x89U\x07\xe9\xbf\\\xc0\xe0\x1b\xc4\xed!\xdaF@\xfe',4942,FS-1428474,FED,FS-FIRESTAT,FS,USMTBRF,Bitterroot National Forest,103,Bitterroot National Forest,94,52,B3L5,BURNT STRIP MOUNTAIN,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,2005_MT-BRF-000135_SELWAY-SALMON WFU COMPLEX,ID4570211495320050808,BURNT STRIP MOUNTAIN,SELWAY-SALMON WFU COMPLEX,2005,8/9/2005,221,805,Natural,Natural,,10/26/2005,299,1300,8580,G,45.70416667,-114.9986111,USFS,ID,,,
5008,b'\x00\x01\xad\x10\x00\x00\x9cx\x18\xa4\x8a\x12[\xc0\xf8\xb2z\x15\x86\xb2@@\x9cx\x18\xa4\x8a\x12[\xc0\xf8\xb2z\x15\x86\xb2@@|\x01\x00\x00\x00\x9cx\x18\xa4\x8a\x12[\xc0\xf8\xb2z\x15\x86\xb2@@\xfe',5032,FS-1428642,FED,FS-FIRESTAT,FS,USNMGNF,Gila National Forest,306,Gila National Forest,19,1,BS74,BULL,2005_NM-GNF-200514_BLACK RANGE COMPLEX WFU,2005_NM-GNF-200514_BLACK RANGE COMPLEX WFU,NM3341310817620050528,BLACK RANGE COMPLEX WFU,BLACK RANGE COMPLEX,2005,5/29/2005,149,1915,Natural,Natural,,10/15/2005,288,1800,77000,G,33.39472222,-108.2897222,USFS,NM,3,35003,Catron County
5016,b'\x00\x01\xad\x10\x00\x000OP\xb8\xeer\\\xc0\xf0\x95v`\xfc\x12G@0OP\xb8\xeer\\\xc0\xf0\x95v`\xfc\x12G@|\x01\x00\x00\x000OP\xb8\xeer\\\xc0\xf0\x95v`\xfc\x12G@\xfe',5040,FS-1428650,FED,FS-FIRESTAT,FS,USMTBRF,Bitterroot National Forest,103,Bitterroot National Forest,100,20,B3S6,SIGNAL ROCK,2005_MT-BRF-005142_SIGNAL ROCK,,MT4615011375520050809,SIGNAL ROCK,,2005,8/9/2005,221,1805,Natural,Natural,,11/8/2005,312,1015,13327,G,46.14833333,-113.7958333,USFS,MT,81,30081,Ravalli County
5032,b'\x00\x01\xad\x10\x00\x00l\x13\xfd\xc0\xe6\x99\\\xc00\xeas\x85\xdc\x06G@l\x13\xfd\xc0\xe6\x99\\\xc00\xeas\x85\xdc\x06G@|\x01\x00\x00\x00l\x13\xfd\xc0\xe6\x99\\\xc00\xeas\x85\xdc\x06G@\xfe',5056,FS-1428675,FED,FS-FIRESTAT,FS,USMTBRF,Bitterroot National Forest,103,Bitterroot National Forest,41,9,B25X,ROCK IN,2005_MT-BRF-005069_ROCKIN,2005_MT-BRF-005069_ROCKIN,MT4604311441220050803,ROCKIN,ROCKIN COMPLEX,2005,8/3/2005,215,1605,Natural,Natural,,8/30/2005,242,815,6869,G,46.05361111,-114.4047222,USFS,MT,81,30081,Ravalli County
5095,b'\x00\x01\xad\x10\x00\x00P[J\x93\xbb[Z\xc0\x10M\xb1!\xfa\xcc@@P[J\x93\xbb[Z\xc0\x10M\xb1!\xfa\xcc@@|\x01\x00\x00\x00P[J\x93\xbb[Z\xc0\x10M\xb1!\xfa\xcc@@\xfe',5119,FS-1428795,FED,FS-FIRESTAT,FS,USNMLNF,Lincoln National Forest,308,Lincoln National Forest,4,NM-LNF-004,A3D7,PEPPIN,2004_NM-LNF-004_PEPPIN,,NM3361010535120040515,PEPPIN,,2004,5/15/2004,136,1250,Natural,Natural,,,,,64488,G,33.60138889,-105.4333333,USFS,NM,27,35027,Lincoln County
5597,b'\x00\x01\xad\x10\x00\x00\\\xb8Z\xc4\x83\xd4\\\xc0P2h\xa4\x82\x9dF@\\\xb8Z\xc4\x83\xd4\\\xc0P2h\xa4\x82\x9dF@|\x01\x00\x00\x00\\\xb8Z\xc4\x83\xd4\\\xc0P2h\xa4\x82\x9dF@\xfe',5623,FS-1429624,FED,FS-FIRESTAT,FS,USIDPAF,Payette National Forest,412,Payette National Forest,813,18,B3ML,JOE CREEK WFU,2005_ID-PAF-005045_FRANK CHURCH,2005_ID-PAF-005045_FRANK CHURCH,ID4524911525120050807,FRANK CHURCH WFU (WEST FORK AND JOE),FRANK CHURCH WFU COMPLEX 2005,2005,8/10/2005,222,1700,Natural,Natural,,11/3/2005,307,1055,13866,G,45.23055556,-115.3205556,USFS,ID,49,16049,Idaho County
5622,b'\x00\x01\xad\x10\x00\x00|\xa5Y\xc4\x83\xd4\\\xc0(\xfc\xec\xc9A\x9eF@|\xa5Y\xc4\x83\xd4\\\xc0(\xfc\xec\xc9A\x9eF@|\x01\x00\x00\x00|\xa5Y\xc4\x83\xd4\\\xc0(\xfc\xec\xc9A\x9eF@\xfe',5648,FS-1429661,FED,FS-FIRESTAT,FS,USIDPAF,Payette National Forest,412,Payette National Forest,815,22,B3ML,WEST FORK WFU,2005_ID-PAF-005045_FRANK CHURCH,2005_ID-PAF-005045_FRANK CHURCH,ID4524911525120050807,FRANK CHURCH WFU (WEST FORK AND JOE),FRANK CHURCH WFU COMPLEX 2005,2005,8/13/2005,225,1315,Natural,Natural,,11/3/2005,307,1055,9933,G,45.23638889,-115.3205556,USFS,ID,49,16049,Idaho County
5634,b'\x00\x01\xad\x10\x00\x00P\x1e\xd1\x95\xcc\xd8\\\xc0\xc0\xfd\xc8\x00\x12\x80F@P\x1e\xd1\x95\xcc\xd8\\\xc0\xc0\xfd\xc8\x00\x12\x80F@|\x01\x00\x00\x00P\x1e\xd1\x95\xcc\xd8\\\xc0\xc0\xfd\xc8\x00\x12\x80F@\xfe',5660,FS-1429676,FED,FS-FIRESTAT,FS,USIDPAF,Payette National Forest,412,Payette National Forest,806,11,B3ML,MISSOURI RIDGE WFU,2005_ID-PAF-005045_FRANK CHURCH,2005_ID-PAF-005045_FRANK CHURCH,ID4500411535620050801,FRANK CHURCH WFU (MISSOURI RIDGE),FRANK CHURCH WFU COMPLEX 2005,2005,8/3/2005,215,1600,Natural,Natural,,11/3/2005,307,1055,6775,G,45.00055556,-115.3875,USFS,ID,85,16085,Valley County
5822,b'\x00\x01\xad\x10\x00\x00L\xd3_\x96\xb3\xfe[\xc0@\x91\x0ba\x044A@L\xd3_\x96\xb3\xfe[\xc0@\x91\x0ba\x044A@|\x01\x00\x00\x00L\xd3_\x96\xb3\xfe[\xc0@\x91\x0ba\x044A@\xfe',5849,FS-1429935,FED,FS-FIRESTAT,FS,USAZPNF,Prescott National Forest,309,Prescott National Forest,36,16,B0RP,BUTTE,2005_AZ-PNF-000362_BUTTE,,AZ3441811192920050716,BUTTE,,2005,7/16/2005,197,1828,Natural,Natural,,7/24/2005,205,800,7962,G,34.40638889,-111.9797222,USFS,AZ,25,4025,Yavapai County
5933,"b""\x00\x01\xad\x10\x00\x00\xf4W\xebk\r\xfc^\xc0\xe8'\x8b\x1e\x9f\\E@\xf4W\xebk\r\xfc^\xc0\xe8'\x8b\x1e\x9f\\E@|\x01\x00\x00\x00\xf4W\xebk\r\xfc^\xc0\xe8'\x8b\x1e\x9f\\E@\xfe""",5961,FS-1430136,FED,FS-FIRESTAT,FS,USORRSF,Rogue River-Siskiyou National Forest,611,Siskiyou National Forest,11,11,B1KB,BLOSSOM,2005_P6-B1KB-_BLOSSOM COMPLEX,2005_P6-B1KB-_BLOSSOM COMPLEX,OR4270112391920050722,BLOSSOM,BLOSSOM COMPLEX,2005,7/21/2005,202,1500,Natural,Natural,,9/23/2005,266,1800,14772,G,42.72361111,-123.9383333,USFS,OR,15,41015,Curry County
6239,b'\x00\x01\xad\x10\x00\x00\x04\xa7\xe7\xd8\xff\xbfY\xc0\xd8\xa6^u\xecHB@\x04\xa7\xe7\xd8\xff\xbfY\xc0\xd8\xa6^u\xecHB@|\x01\x00\x00\x00\x04\xa7\xe7\xd8\xff\xbfY\xc0\xd8\xa6^u\xecHB@\xfe',6269,FS-1430655,FED,FS-FIRESTAT,FS,USNMCIF,Cibola National Forest,303,Cibola National Forest,145,5,B9TX,OK STATE LINE,,,,,,2005,12/13/2005,347,1205,Human,Smoking,,12/13/2005,347,1730,6080,G,36.56972222,-103,STATE OR PRIVATE,OK,25,40025,Cimarron County
6508,b'\x00\x01\xad\x10\x00\x00d\xbb\xb2s\x89\xab\\\xc0\x90\xb8\xee\xbdj\x82G@d\xbb\xb2s\x89\xab\\\xc0\x90\xb8\xee\xbdj\x82G@|\x01\x00\x00\x00d\xbb\xb2s\x89\xab\\\xc0\x90\xb8\xee\xbdj\x82G@\xfe',6538,FS-1431133,FED,FS-FIRESTAT,FS,USMTLNF,Lolo National Forest,116,Lolo National Forest,104,25,B28R,TARKIO,2005_MT-LNF-165_I-90,2005_MT-LNF-165_I-90,MT4703611462320050804,I-90 COMPLEX (TARKIO),I-90 COMPLEX,2005,8/4/2005,216,1640,Human,Missing data/not specified/undetermined,,10/1/2005,274,900,9082,G,47.01888889,-114.6802778,STATE OR PRIVATE,MT,61,30061,Mineral County
6686,b'\x00\x01\xad\x10\x00\x00\xfc\xb2\x88\x1c3GV\xc00\x19zpi#?@\xfc\xb2\x88\x1c3GV\xc00\x19zpi#?@|\x01\x00\x00\x00\xfc\xb2\x88\x1c3GV\xc00\x19zpi#?@\xfe',6719,FS-1431611,FED,FS-FIRESTAT,FS,USMSMNF,National Forests in Mississippi,807,National Forests in Mississippi,130,86,B76Z,WHITE DOG,2005_MS-MNF-005039_WHITE DOG,,MS3111608912620051112,WHITE DOG,,2005,11/12/2005,316,1525,Human,Missing data/not specified/undetermined,,11/23/2005,327,1519,5300,G,31.13833333,-89.1125,USFS,MS,111,28111,Perry County
6808,b'\x00\x01\xad\x10\x00\x00\xe4z\x18\xb0\xdd\xdd[\xc0\x88\xac\xea)U\xd5@@\xe4z\x18\xb0\xdd\xdd[\xc0\x88\xac\xea)U\xd5@@|\x01\x00\x00\x00\xe4z\x18\xb0\xdd\xdd[\xc0\x88\xac\xea)U\xd5@@\xfe',6841,FS-1431824,FED,FS-FIRESTAT,FS,USAZTNF,Tonto National Forest,312,Tonto National Forest,117,36,B0Q6,EDGE,2005_AZ-TNF-000137_EDGE COMPLEX,2005_AZ-TNF-000137_EDGE COMPLEX,AZ3379211140020050716,EDGE COMPLEX,EDGE COMPLEX,2005,7/16/2005,197,1909,Natural,Natural,,7/24/2005,205,1900,72000,G,33.66666667,-111.4666667,USFS,AZ,13,4013,Maricopa County
7240,b'\x00\x01\xad\x10\x00\x00\xdc\x08\xe6C\x0bvW\xc0 \xa7\xafT\x888A@\xdc\x08\xe6C\x0bvW\xc0 \xa7\xafT\x888A@|\x01\x00\x00\x00\xdc\x08\xe6C\x0bvW\xc0 \xa7\xafT\x888A@\xfe',7277,FS-1432788,FED,FS-FIRESTAT,FS,USAROUF,Ouachita National Forest,809,Ouachita National Forest,41,5,CD5X,NO MANS LAND,2006_AR-OUF-006291_NO MAN'S LAND,,AR3442609385720060311,NO MANS LAND,,2006,3/13/2006,72,1500,Natural,Natural,,3/22/2006,81,1630,8294,G,34.44166667,-93.84444444,USFS,AR,97,5097,Montgomery County
7368,b'\x00\x01\xad\x10\x00\x00(\xb9\x16o\xfc\xbeY\xc0\xd0P\xa1\xfc\x95TB@(\xb9\x16o\xfc\xbeY\xc0\xd0P\xa1\xfc\x95TB@|\x01\x00\x00\x00(\xb9\x16o\xfc\xbeY\xc0\xd0P\xa1\xfc\x95TB@\xfe',7405,FS-1433031,FED,FS-FIRESTAT,FS,USNMCIF,Cibola National Forest,303,Cibola National Forest,13,2,AEZ5,WINDY,2006_NM-CIF-103_WINDY,,OK3668110291620060312,WINDY,,2006,3/12/2006,71,1430,Human,Missing data/not specified/undetermined,,3/12/2006,71,2300,6343,G,36.66083333,-102.9841667,MISSING/NOT SPECIFIED,OK,25,40025,Cimarron County
7412,b'\x00\x01\xad\x10\x00\x00\xa0k)\x97\xbb;Y\xc0H\xad\xa3\x89\xbb\x9bA@\xa0k)\x97\xbb;Y\xc0H\xad\xa3\x89\xbb\x9bA@|\x01\x00\x00\x00\xa0k)\x97\xbb;Y\xc0H\xad\xa3\x89\xbb\x9bA@\xfe',7449,FS-1433115,FED,FS-FIRESTAT,FS,USNMCIF,Cibola National Forest,303,Cibola National Forest,12,7,CC6D,I-40,2006_TX-TXS-066077_EAST AMARILLO COMPLEX,2006_TX-TXS-066077_EAST AMARILLO COMPLEX,TX3551510078020060312,EAST AMARILLO COMPLEX,EAST AMARILLO COMPLEX,2006,3/12/2006,71,1100,Human,Missing data/not specified/undetermined,,3/19/2006,78,2000,427696,G,35.21666667,-100.9333333,MISSING/NOT SPECIFIED,TX,179,48179,Gray County
7693,b'\x00\x01\xad\x10\x00\x00\x8c\x01\x18P\xc1BW\xc0H\x12Xa\xfcjA@\x8c\x01\x18P\xc1BW\xc0H\x12Xa\xfcjA@|\x01\x00\x00\x00\x8c\x01\x18P\xc1BW\xc0H\x12Xa\xfcjA@\xfe',7734,FS-1433665,FED,FS-FIRESTAT,FS,USAROUF,Ouachita National Forest,809,Ouachita National Forest,59,9,CFY1,FLATSIDE,2006_AR-OUF-006336_FLATSIDE,,AR3483609304020060406,FLATSIDE,,2006,4/7/2006,97,1311,Natural,Natural,,4/12/2006,102,1200,5091,G,34.83583333,-93.04305556,USFS,AR,125,5125,Saline County
9331,b'\x00\x01\xad\x10\x00\x00\xd0\xd1t\xed\x00\xd7]\xc0\xd0s\x80\xd7\x9cFC@\xd0\xd1t\xed\x00\xd7]\xc0\xd0s\x80\xd7\x9cFC@|\x01\x00\x00\x00\xd0\xd1t\xed\x00\xd7]\xc0\xd0s\x80\xd7\x9cFC@\xfe',9376,FS-1436358,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,417,Humboldt-Toiyabe National Forest,37,D2-09-2006,CZA6,JACKASS,2006_NV-HTF-1365_JACKASS,,NV3859211937620060717,JACKASS,,2006,7/17/2006,198,1615,Natural,Natural,,7/21/2006,202,1800,6255,G,38.55166667,-119.3594444,USFS,CA,51,6051,Mono County
